category,asin,description,ean,mpn,brand,upc,sold_items,url,sold,ebayID,price
,,,,Does not apply,,,,http://www.ebay.com/itm/6pcs-Santa-Claus-Christmas-Ornaments-Festival-Party-Xmas-Tree-Hanging-Decoration/291595956111?hash=item43e4792f8f%3Am%3AmoYTNtYSankn2sJQo1Yn52g&var=,185 ,6,C $0.99
,,,,,,Does not apply,,http://www.ebay.com/itm/Christmas-Santa-Socks-Cute-Ornaments-Festival-Party-Xmas-Tree-Hanging-Decoration/122164767727?hash=item1c71966bef%3Am%3Am6zG8udEdyBWVmvz_zZAMyA&var=,867 ,122164767727,0.99
,,,3964871006134,,,,,http://www.ebay.com/itm/Xmas-Tree-Ornaments-Christmas-Green-Ribbon-Decoration-Home-Party-Holiday-Decor/311446094679?epid=1689708539&hash=item4883a24357%3Ag%3AAcAAAOSwWnFV-Qhw,596 ,311446094679,0.99
,,,Does not apply,,,,,http://www.ebay.com/itm/LED-Lamp-Light-Crystal-Decoration-Home-Party-Gift-Decor-Mini-Xmas-Christmas-Tree/131993730201?hash=item1ebb707c99%3Ag%3AUZgAAOSwcLxYHW%7EW,65 ,131993730201,not_set
,,,,,,Does not apply,5,http://www.ebay.com/itm/Christmas-Xmas-Tree-7-Color-Changing-LED-Light-Lamp-Home-Party-Wedding-Decor-New/182684910735?hash=item2a88de848f%3Ag%3A2OwAAOSwAa1ZdwI3,22 ,182684910735,0.99
,,,,,,,,http://www.ebay.com/itm/Christmas-Santa-Socks-Cute-Ornaments-Festival-Party-Xmas-Tree-Hanging-Decoration/201682134082?hash=item2ef5312442%3Am%3AmpRu9wulqw1FfMvxjg9fhrQ&var=,56 ,201682134082,C $0.99
,,,,,Unbranded,,,http://www.ebay.com/itm/15-30Pcs-Snowflake-Snow-Flake-Xmas-Christmas-Tree-Party-Ornaments-Decoration/311451436125?hash=item4883f3c45d%3Am%3AmJdDCrNGkXGdDl55FvG9Q5Q&var=,197 ,15,0.99
,,,,,Unbranded,,,http://www.ebay.com/itm/24pcs-Christmas-Tree-Xmas-Balls-Decorations-Baubles-Party-Wedding-Ornament/201689510148?hash=item2ef5a1b104%3Am%3Am5hVJ2HYK8EAOn5DxtcRpCg&var=,152 ,24,not_set
,,,,,,,,http://www.ebay.com/itm/12-x-Bow-Christmas-Tree-Decoration-Xmas-Hanging-Ornament-Bowknot-Party-Home-Deco/332001739157?hash=item4d4cd88195%3Am%3Am1EZYRiUq2KNP_yrFDEcLkw&var=,65 ,12,C $0.99
,,,,,,Does not apply,3,http://www.ebay.com/itm/12PCS-pack-Christmas-Tree-Decoration-Xmas-Mushroom-Party-Garden-Wedding-Ornament/201999304733?hash=item2f0818c81d%3Ag%3AO1wAAOSwhR1ZeU8m,11 ,12,1.89
